backers_count,blurb,category,converted_pledged_amount,country,country_displayable_name,created_at,creator,currency,currency_symbol,currency_trailing_code,current_currency,deadline,disable_communication,fx_rate,goal,id,is_disliked,is_in_post_campaign_pledging_phase,is_launched,is_liked,is_starrable,launched_at,location,name,percent_funded,photo,pledged,prelaunch_activated,profile,slug,source_url,spotlight,staff_pick,state,state_changed_at,static_usd_rate,urls,usd_exchange_rate,usd_pledged,usd_type,video
"24","a homage to our amazing sisters, mothers, besties, BFFs!","{""id"":267,""name"":""Jewelry"",""analytics_name"":""Jewelry"",""slug"":""fashion/jewelry"",""position"":6,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/jewelry""}}}","547","CA","Canada","1648093685","{""id"":1821539938,""name"":""Roro Bebe"",""slug"":""roroandbebe"",""is_registered"":null,""is_email_verified"":null,""chosen_currency"":null,""is_superbacker"":null,""has_admin_message_badge"":false,""ppo_has_action"":false,""backing_action_count"":0,""avatar"":{""thumb"":""https://i.kickstarter.com/assets/025/993/615/e2dceca0fadaa384df93c40886d4303d_original.png?anim=false&fit=cover&height=40&origin=ugc&q=92&v=1578206048&width=40&sig=B5eJ%2FC4hH8j1SoEECyv8KcA%2F%2Fb%2F0IJaO8vxYSixwsos%3D"",""small"":""https://i.kickstarter.com/assets/025/993/615/e2dceca0fadaa384df93c40886d4303d_original.png?anim=false&fit=cover&height=80&origin=ugc&q=92&v=1578206048&width=80&sig=5i0Iwn9PiYNAEnp2iEwT4geGXlF%2F5OVOUpzKvmHGVAc%3D"",""medium"":""https://i.kickstarter.com/assets/025/993/615/e2dceca0fadaa384df93c40886d4303d_original.png?anim=false&fit=cover&height=160&origin=ugc&q=92&v=1578206048&width=160&sig=Q181UuMUHeIIYo%2BFzmUOofBMDzNIjyjoo9wEErOpfiE%3D""},""urls"":{""web"":{""user"":""https://www.kickstarter.com/profile/roroandbebe""},""api"":{""user"":""https://api.kickstarter.com/v1/users/1821539938?signature=1766117515.7b3cf92afce0f87aea8aae1bc244dd871b1c7cdf""}}}","CAD","$","true","USD","1649869783","false","0.72591487","300","1444402813","false","false","true","false","false","1648141783","{""id"":9807,""name"":""Vancouver"",""slug"":""vancouver-ca"",""short_name"":""Vancouver, Canada"",""displayable_name"":""Vancouver, Canada"",""localized_name"":""Vancouver"",""country"":""CA"",""state"":""BC"",""type"":""Town"",""is_root"":false,""expanded_country"":""Canada"",""urls"":{""web"":{""discover"":""https://www.kickstarter.com/discover/places/vancouver-ca"",""location"":""https://www.kickstarter.com/locations/vancouver-ca""},""api"":{""nearby_projects"":""https://api.kickstarter.com/v1/discover?signature=1766115689.986b811782d466ad5da8499eb46d532aa7bdd3fd&woe_id=9807""}}}","Floral Friendship Rose-Gold Hard Enamel Pins","230.096666666667","{""key"":""assets/036/765/735/272a5d27a29b4bbf83c53b71cfc02dd1_original.png"",""full"":""https://i.kickstarter.com/assets/036/765/735/272a5d27a29b4bbf83c53b71cfc02dd1_original.png?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1648140935&width=560&sig=5yOHtZensSSbOLaUpVsvkful6z9yY2LEPLh03AVrll4%3D"",""ed"":""https://i.kickstarter.com/assets/036/765/735/272a5d27a29b4bbf83c53b71cfc02dd1_original.png?anim=false&fit=cover&gravity=auto&height=198&origin=ugc&q=92&v=1648140935&width=352&sig=y9ApWqwdx9ewiTd7y3LwUDBCDLt0KknJknAGbcmL3Do%3D"",""med"":""https://i.kickstarter.com/assets/036/765/735/272a5d27a29b4bbf83c53b71cfc02dd1_original.png?anim=false&fit=cover&gravity=auto&height=153&origin=ugc&q=92&v=1648140935&width=272&sig=EpW8pwgCqRLIea0zD4CybGoyk4B2inchegpS%2BI3EwV0%3D"",""little"":""https://i.kickstarter.com/assets/036/765/735/272a5d27a29b4bbf83c53b71cfc02dd1_original.png?anim=false&fit=cover&gravity=auto&height=117&origin=ugc&q=92&v=1648140935&width=208&sig=616lAu%2B%2FtG6ci29WqasqK3mQd%2BwyoG4WWig%2F7YDkqiw%3D"",""small"":""https://i.kickstarter.com/assets/036/765/735/272a5d27a29b4bbf83c53b71cfc02dd1_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1648140935&width=160&sig=WmYNxSTbWQGoTb7ZByNNcPeLr1MLBofxrN2pRR4iC0U%3D"",""thumb"":""https://i.kickstarter.com/assets/036/765/735/272a5d27a29b4bbf83c53b71cfc02dd1_original.png?anim=false&fit=cover&gravity=auto&height=27&origin=ugc&q=92&v=1648140935&width=48&sig=vqZdcsol7UNvzqIPg7n0deAQ6%2BVy81rq%2FCXYL7afurE%3D"",""1024x576"":""https://i.kickstarter.com/assets/036/765/735/272a5d27a29b4bbf83c53b71cfc02dd1_original.png?anim=false&fit=cover&gravity=auto&height=576&origin=ugc&q=92&v=1648140935&width=1024&sig=xDhLbkp5sHUDaLlZJyxs38hK6W%2FewLi1jyaTOEuF80c%3D"",""1536x864"":""https://i.kickstarter.com/assets/036/765/735/272a5d27a29b4bbf83c53b71cfc02dd1_original.png?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1648140935&width=1552&sig=xTZj2vzYihqIjQDtFp419fihLUTigkM4N5aGOUFR%2FC8%3D""}","690.29","false","{""id"":4375139,""project_id"":4375139,""state"":""active"",""state_changed_at"":1649972350,""name"":""Floral Friendship Rose-Gold Hard Enamel Pins"",""blurb"":""a homage to our amazing sisters, mothers, besties, BFFs!"",""background_color"":""6b4e77"",""text_color"":""ffffff"",""link_background_color"":"""",""link_text_color"":"""",""link_text"":""Follow along!"",""link_url"":""https://www.kickstarter.com/projects/roroandbebe/floral-friendship-rose-gold-hard-enamel-pins?ref=user_menu"",""show_feature_image"":false,""background_image_opacity"":0.8,""should_show_feature_image_section"":true,""feature_image_attributes"":{""image_urls"":{""default"":""https://i.kickstarter.com/assets/036/765/735/272a5d27a29b4bbf83c53b71cfc02dd1_original.png?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1648140935&width=1552&sig=xTZj2vzYihqIjQDtFp419fihLUTigkM4N5aGOUFR%2FC8%3D"",""baseball_card"":""https://i.kickstarter.com/assets/036/765/735/272a5d27a29b4bbf83c53b71cfc02dd1_original.png?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1648140935&width=560&sig=5yOHtZensSSbOLaUpVsvkful6z9yY2LEPLh03AVrll4%3D""}}}","floral-friendship-rose-gold-hard-enamel-pins","https://www.kickstarter.com/discover/categories/fashion/jewelry","true","false","successful","1649869784","0.79504844","{""web"":{""project"":""https://www.kickstarter.com/projects/roroandbebe/floral-friendship-rose-gold-hard-enamel-pins"",""rewards"":""https://www.kickstarter.com/projects/roroandbebe/floral-friendship-rose-gold-hard-enamel-pins/rewards""}}","0.79260971","548.8139876476","domestic","null"
"165","Jewellery that will be noticed by fellow fans but simply complimented by those who don't know","{""id"":267,""name"":""Jewelry"",""analytics_name"":""Jewelry"",""slug"":""fashion/jewelry"",""position"":6,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/jewelry""}}}","15533","GB","the United Kingdom","1644861122","{""id"":1756140281,""name"":""Rose"",""slug"":""rosemagpie"",""is_registered"":null,""is_email_verified"":null,""chosen_currency"":null,""is_superbacker"":null,""has_admin_message_badge"":false,""ppo_has_action"":false,""backing_action_count"":0,""avatar"":{""thumb"":""https://i.kickstarter.com/assets/028/645/389/229854a60bbf9de8d0d637e674e17c75_original.jpg?anim=false&fit=cover&height=40&origin=ugc&q=92&v=1643380632&width=40&sig=ezQqreTOjpEx7xEwRqt6DGHUUJJFBAIeTw9BBkcTxfg%3D"",""small"":""https://i.kickstarter.com/assets/028/645/389/229854a60bbf9de8d0d637e674e17c75_original.jpg?anim=false&fit=cover&height=80&origin=ugc&q=92&v=1643380632&width=80&sig=Wl%2FJTfLGJ2VO7LlTEOs3ffAl5uv9GjQfIZIgG3IhchI%3D"",""medium"":""https://i.kickstarter.com/assets/028/645/389/229854a60bbf9de8d0d637e674e17c75_original.jpg?anim=false&fit=cover&height=160&origin=ugc&q=92&v=1643380632&width=160&sig=0At7pY4tKlOVPvwU92%2Fq%2BIDOYIpvPjejr5ViX%2FWaAGQ%3D""},""urls"":{""web"":{""user"":""https://www.kickstarter.com/profile/rosemagpie""},""api"":{""user"":""https://api.kickstarter.com/v1/users/1756140281?signature=1766117515.a4e67edd826084700fdd4fdc2081b7f874dc5916""}}}","GBP","£","false","USD","1649757602","false","1.33946271","1300","113584927","false","false","true","false","false","1646910002","{""id"":12602185,""name"":""Somerset"",""slug"":""somerset-gb"",""short_name"":""Somerset, UK"",""displayable_name"":""Somerset, UK"",""localized_name"":""Somerset"",""country"":""GB"",""state"":""England"",""type"":""County"",""is_root"":false,""expanded_country"":""United Kingdom"",""urls"":{""web"":{""discover"":""https://www.kickstarter.com/discover/places/somerset-gb"",""location"":""https://www.kickstarter.com/locations/somerset-gb""},""api"":{""nearby_projects"":""https://api.kickstarter.com/v1/discover?signature=1766089349.a71344e61fcccf6617a6b733d5755663dffc0e00&woe_id=12602185""}}}","Genshin Impact, constellation jewellery","917.461538461538","{""key"":""assets/036/358/945/764df7ceae3aefd773fe39cef071e645_original.png"",""full"":""https://i.kickstarter.com/assets/036/358/945/764df7ceae3aefd773fe39cef071e645_original.png?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1644862467&width=560&sig=yhsjVulhF6SSVEgrZ4PXDbXB7dmmGjGAIM7YF3PUViE%3D"",""ed"":""https://i.kickstarter.com/assets/036/358/945/764df7ceae3aefd773fe39cef071e645_original.png?anim=false&fit=cover&gravity=auto&height=198&origin=ugc&q=92&v=1644862467&width=352&sig=gQwAMuyH7dUfArNXeupwjIVGTU%2B%2Fl06kdb0enpaxm0A%3D"",""med"":""https://i.kickstarter.com/assets/036/358/945/764df7ceae3aefd773fe39cef071e645_original.png?anim=false&fit=cover&gravity=auto&height=153&origin=ugc&q=92&v=1644862467&width=272&sig=Nm9hC1H2FL9qSllktXYfOrLFGuBOdcp0qgNq9J3cZdg%3D"",""little"":""https://i.kickstarter.com/assets/036/358/945/764df7ceae3aefd773fe39cef071e645_original.png?anim=false&fit=cover&gravity=auto&height=117&origin=ugc&q=92&v=1644862467&width=208&sig=ONi32RvuTjzPt8v5ON0rpNg%2FH1z26lyIP72RllyyVaA%3D"",""small"":""https://i.kickstarter.com/assets/036/358/945/764df7ceae3aefd773fe39cef071e645_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1644862467&width=160&sig=UzxRahXg2krXVDqvzf4sSEyiBCWJklbS%2BDLK%2BK0tqgg%3D"",""thumb"":""https://i.kickstarter.com/assets/036/358/945/764df7ceae3aefd773fe39cef071e645_original.png?anim=false&fit=cover&gravity=auto&height=27&origin=ugc&q=92&v=1644862467&width=48&sig=jvDnuUjYAYooNEylc3%2BcRTnZVFaySpnx8bMlMH1vWWk%3D"",""1024x576"":""https://i.kickstarter.com/assets/036/358/945/764df7ceae3aefd773fe39cef071e645_original.png?anim=false&fit=cover&gravity=auto&height=576&origin=ugc&q=92&v=1644862467&width=1024&sig=LI7n6ALBVULYP%2FnGVOV7lM21dqH%2FTdO2fKor%2BJrnqPs%3D"",""1536x864"":""https://i.kickstarter.com/assets/036/358/945/764df7ceae3aefd773fe39cef071e645_original.png?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1644862467&width=1552&sig=XdefV9WOins6HqC7T%2BW9HleKMdqsw3KQYuzrHwEkZfM%3D""}","11927","true","{""id"":4353380,""project_id"":4353380,""state"":""active"",""state_changed_at"":1650395644,""name"":""Genshin Impact, constellation jewellery"",""blurb"":""Did you miss out? Don't worry! When all Kickstarter orders are completed, there will be variations of this jewellery added to my shop! Keep upto date on my instagram @rosemagpie or save the page below"",""background_color"":"""",""text_color"":"""",""link_background_color"":"""",""link_text_color"":"""",""link_text"":""Keep an eye on here"",""link_url"":""https://www.rosemagpie.com/genshin-jewellery"",""show_feature_image"":false,""background_image_opacity"":0.8,""should_show_feature_image_section"":true,""feature_image_attributes"":{""image_urls"":{""default"":""https://i.kickstarter.com/assets/036/358/945/764df7ceae3aefd773fe39cef071e645_original.png?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1644862467&width=1552&sig=XdefV9WOins6HqC7T%2BW9HleKMdqsw3KQYuzrHwEkZfM%3D"",""baseball_card"":""https://i.kickstarter.com/assets/036/358/945/764df7ceae3aefd773fe39cef071e645_original.png?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1644862467&width=560&sig=yhsjVulhF6SSVEgrZ4PXDbXB7dmmGjGAIM7YF3PUViE%3D""}}}","genshin-impact-constellation-jewellery","https://www.kickstarter.com/discover/categories/fashion/jewelry","true","false","successful","1649757602","1.31193997","{""web"":{""project"":""https://www.kickstarter.com/projects/rosemagpie/genshin-impact-constellation-jewellery"",""rewards"":""https://www.kickstarter.com/projects/rosemagpie/genshin-impact-constellation-jewellery/rewards""}}","1.30239537","15647.508022190001","domestic","{""id"":1150197,""status"":""successful"",""hls"":""https://v2.kickstarter.com/1766031115-nYLC7KOqqAuExe3q0IBCOLIuFvih%2BEph8PYGlN4DeZI%3D/projects/4313904/video-1150197-hls_playlist.m3u8"",""hls_type"":""application/x-mpegURL"",""high"":""https://v2.kickstarter.com/1766031115-nYLC7KOqqAuExe3q0IBCOLIuFvih%2BEph8PYGlN4DeZI%3D/projects/4313904/video-1150197-h264_high.mp4"",""high_type"":""video/mp4; codecs=""avc1.64001E, mp4a.40.2"""",""base"":""https://v2.kickstarter.com/1766031115-nYLC7KOqqAuExe3q0IBCOLIuFvih%2BEph8PYGlN4DeZI%3D/projects/4313904/video-1150197-h264_base.mp4"",""base_type"":""video/mp4; codecs=""avc1.42E01E, mp4a.40.2"""",""tracks"":""[]"",""width"":640,""height"":360,""frame"":""https://d15chbti7ht62o.cloudfront.net/projects/4313904/video-1150197-h264_base.jpg?2022""}"
"48","2.8 inch Screen|12W Laser Source|Three Positioning Methods|Automatic Arraying|Batch Engraving|8mm Cutting (max)","{""id"":334,""name"":""DIY Electronics"",""analytics_name"":""DIY Electronics"",""slug"":""technology/diy electronics"",""position"":4,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/diy%20electronics""}}}","31139","HK","Hong Kong","1637117186","{""id"":156424647,""name"":""TINTEK T9"",""is_registered"":null,""is_email_verified"":null,""chosen_currency"":null,""is_superbacker"":null,""has_admin_message_badge"":false,""ppo_has_action"":false,""backing_action_count"":0,""avatar"":{""thumb"":""https://i.kickstarter.com/assets/035/622/284/4b59aacdeb49e39719a4311d86eff524_original.jpg?anim=false&fit=cover&height=40&origin=ugc&q=92&v=1637228914&width=40&sig=PAWTpqXlk01vBp5xH0LxxQAJlLKki467%2Fj3UFsW2GDw%3D"",""small"":""https://i.kickstarter.com/assets/035/622/284/4b59aacdeb49e39719a4311d86eff524_original.jpg?anim=false&fit=cover&height=80&origin=ugc&q=92&v=1637228914&width=80&sig=v8pC1C9onyFr9pevdQMxt4RgVTBzjuwjJwCDUYJnSis%3D"",""medium"":""https://i.kickstarter.com/assets/035/622/284/4b59aacdeb49e39719a4311d86eff524_original.jpg?anim=false&fit=cover&height=160&origin=ugc&q=92&v=1637228914&width=160&sig=4HDdxKxpAjAXjHR2fDSXAzojcXG7K39vx%2Fa5EVE1EJ8%3D""},""urls"":{""web"":{""user"":""https://www.kickstarter.com/profile/156424647""},""api"":{""user"":""https://api.kickstarter.com/v1/users/156424647?signature=1766117515.f4c07411d0692916347c5c83e145ba4621f70437""}}}","HKD","$","true","USD","1640866031","false","0.12855767","60000","949342399","false","false","true","false","false","1638274031","{""id"":2165352,""name"":""Hong Kong"",""slug"":""hong-kong-hk"",""short_name"":""Hong Kong, Hong Kong"",""displayable_name"":""Hong Kong, Hong Kong"",""localized_name"":""Hong Kong"",""country"":""HK"",""state"":""Hong Kong Island"",""type"":""Town"",""is_root"":false,""expanded_country"":""Hong Kong"",""urls"":{""web"":{""discover"":""https://www.kickstarter.com/discover/places/hong-kong-hk"",""location"":""https://www.kickstarter.com/locations/hong-kong-hk""},""api"":{""nearby_projects"":""https://api.kickstarter.com/v1/discover?signature=1766115450.993bdcafb75b5455fe601dd22a450c0b0ba51423&woe_id=2165352""}}}","TINTEK—Large Screen 12W Powerful Assemble-free Laser Engrave","404.751666666667","{""key"":""assets/035/941/799/048ad1a01156a654a237d960db5b1015_original.png"",""full"":""https://i.kickstarter.com/assets/035/941/799/048ad1a01156a654a237d960db5b1015_original.png?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1640745982&width=560&sig=ZQJ2MaFYj%2BSh9eo1dxQn%2Bo60InKy4snTL33Gv7e710g%3D"",""ed"":""https://i.kickstarter.com/assets/035/941/799/048ad1a01156a654a237d960db5b1015_original.png?anim=false&fit=cover&gravity=auto&height=198&origin=ugc&q=92&v=1640745982&width=352&sig=KpjsnpvBejEWe7UoGso7Aa5t%2Bg%2FFPGf4ZOksHBMjaKo%3D"",""med"":""https://i.kickstarter.com/assets/035/941/799/048ad1a01156a654a237d960db5b1015_original.png?anim=false&fit=cover&gravity=auto&height=153&origin=ugc&q=92&v=1640745982&width=272&sig=sYZ9Pj9%2BghNgMJuVdxaUmcwFW%2FYOHdEIq%2Bk5q6kzoyo%3D"",""little"":""https://i.kickstarter.com/assets/035/941/799/048ad1a01156a654a237d960db5b1015_original.png?anim=false&fit=cover&gravity=auto&height=117&origin=ugc&q=92&v=1640745982&width=208&sig=goFIfHAYtZwcbDj%2FlOuLnuOYLUcYNDHhWNyWfGlpnsQ%3D"",""small"":""https://i.kickstarter.com/assets/035/941/799/048ad1a01156a654a237d960db5b1015_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1640745982&width=160&sig=5iZfPpmMFtxGypXmL60X4g10l7F%2BhePPTyg9Mw6vvWg%3D"",""thumb"":""https://i.kickstarter.com/assets/035/941/799/048ad1a01156a654a237d960db5b1015_original.png?anim=false&fit=cover&gravity=auto&height=27&origin=ugc&q=92&v=1640745982&width=48&sig=H74lmPsr5riZEqQF2uewwY%2FoHHPzr5owIwkd%2FV0oLLw%3D"",""1024x576"":""https://i.kickstarter.com/assets/035/941/799/048ad1a01156a654a237d960db5b1015_original.png?anim=false&fit=cover&gravity=auto&height=576&origin=ugc&q=92&v=1640745982&width=1024&sig=POERXcZdLXR8tHkBPT5Vs%2BPvmgIgzOUbtKHHermcvzQ%3D"",""1536x864"":""https://i.kickstarter.com/assets/035/941/799/048ad1a01156a654a237d960db5b1015_original.png?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1640745982&width=1552&sig=LxUYtUx78bfact9Q627bKKEsYnphoabL%2FXX02%2BAaLqk%3D""}","242851","true","{""id"":4310742,""project_id"":4310742,""state"":""inactive"",""state_changed_at"":1637117186,""name"":null,""blurb"":null,""background_color"":null,""text_color"":null,""link_background_color"":null,""link_text_color"":null,""link_text"":null,""link_url"":null,""show_feature_image"":false,""background_image_opacity"":0.8,""should_show_feature_image_section"":true,""feature_image_attributes"":{""image_urls"":{""default"":""https://i.kickstarter.com/assets/035/941/799/048ad1a01156a654a237d960db5b1015_original.png?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1640745982&width=1552&sig=LxUYtUx78bfact9Q627bKKEsYnphoabL%2FXX02%2BAaLqk%3D"",""baseball_card"":""https://i.kickstarter.com/assets/035/941/799/048ad1a01156a654a237d960db5b1015_original.png?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1640745982&width=560&sig=ZQJ2MaFYj%2BSh9eo1dxQn%2Bo60InKy4snTL33Gv7e710g%3D""}}}","tintekrevolutionary-engraving-precisionand-power","https://www.kickstarter.com/discover/categories/technology/diy%20electronics","true","false","successful","1640866031","0.12821557","{""web"":{""project"":""https://www.kickstarter.com/projects/156424647/tintekrevolutionary-engraving-precisionand-power"",""rewards"":""https://www.kickstarter.com/projects/156424647/tintekrevolutionary-engraving-precisionand-power/rewards""}}","0.12822403","31137.279390070002","domestic","{""id"":1140579,""status"":""successful"",""hls"":""https://v2.kickstarter.com/1766031115-br%2BjcCe8e77wMVRsup%2BoGa5GDRvOaAr%2FUsmy39dWYRQ%3D/projects/4271266/video-1140579-hls_playlist.m3u8"",""hls_type"":""application/x-mpegURL"",""high"":""https://v2.kickstarter.com/1766031115-br%2BjcCe8e77wMVRsup%2BoGa5GDRvOaAr%2FUsmy39dWYRQ%3D/projects/4271266/video-1140579-h264_high.mp4"",""high_type"":""video/mp4; codecs=""avc1.64001E, mp4a.40.2"""",""base"":""https://v2.kickstarter.com/1766031115-br%2BjcCe8e77wMVRsup%2BoGa5GDRvOaAr%2FUsmy39dWYRQ%3D/projects/4271266/video-1140579-h264_base.mp4"",""base_type"":""video/mp4; codecs=""avc1.42E01E, mp4a.40.2"""",""tracks"":""[]"",""width"":640,""height"":360,""frame"":""https://d15chbti7ht62o.cloudfront.net/projects/4271266/video-1140579-h264_high.jpg?2021""}"
